,b,h,d,d',L,l,a,fck,As,fy,As',fy',carbon,PBO,glass,CFRP,basalt,ff,Af,layer,mesh(long),mesh(lat),type
0,0.24812030075187969,1.0,1.0,1.0,1.0,1.0,1.0,0.9368770764119603,0.06411711302768948,0.8302702702702703,0.3399740147249891,0.9219251336898399,0.0,0.0,1.0,0.0,0.0,0.45000000000000007,0.0328125,0.1,1.0,0.6060606060606061,1.0
1,0.12280701754385964,0.1780821917808219,0.13623871221044365,0.72,0.3604651162790698,0.3630573248407643,0.47089947089947093,0.0033222591362126463,0.06423059464366769,0.43783783783783775,0.3401905586834127,0.663101604278075,0.0,0.0,0.0,0.0,1.0,0.10741379310344834,1.0,1.0,1.0,0.7575757575757576,1.0
2,0.0,0.18356164383561652,0.16946030020234965,0.58,0.2078488372093023,0.20382165605095537,0.23809523809523814,0.0,0.0,0.9702702702702702,0.48982243395409264,1.0,1.0,0.0,0.0,0.0,0.0,0.2617241379310345,0.1892578125,0.5,0.4,0.30303030303030304,0.0
3,0.047619047619047616,0.0410958904109589,0.03355380387182506,0.0,0.0,0.0,0.0,0.3355481727574751,0.06423059464366769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7520689655172415,0.0378125,0.2,0.4,0.30303030303030304,0.0
4,0.047619047619047616,0.0410958904109589,0.03355380387182506,0.0,0.0,0.0,0.0,0.3355481727574751,0.06423059464366769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7520689655172415,0.01890625,0.1,0.4,0.30303030303030304,0.0
5,0.24812030075187969,0.4520547945205479,0.38842076651263935,0.0,0.8837209302325582,0.9363057324840764,0.9735449735449735,0.04983388704318936,1.0,0.6702702702702703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48275862068965525,0.1265625,0.1,0.6,0.9090909090909092,0.0
6,0.17293233082706766,0.4520547945205479,0.42617257104889616,0.8,0.5930232558139534,0.5859872611464967,0.5767195767195767,0.26910299003322263,0.06423059464366769,0.7297297297297298,0.3401905586834127,0.8556149732620323,0.0,0.0,0.0,1.0,0.0,0.7413793103448276,0.014062499999999999,0.2,0.68,1.0,0.0
7,0.24812030075187969,1.0,1.0,1.0,1.0,1.0,1.0,0.9368770764119603,0.06411711302768948,0.8302702702702703,0.3399740147249891,0.9219251336898399,1.0,0.0,0.0,0.0,0.0,0.7448275862068966,0.03671875,0.1,0.4,0.30303030303030304,1.0
8,0.12280701754385964,0.3150684931506849,0.2721452085409682,0.8200000000000001,0.4186046511627907,0.42675159235668786,0.5238095238095238,0.3355481727574751,0.24251021334543799,0.7837837837837837,0.21762667821567774,0.8912655971479503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.7493734335839599,0.3150684931506849,0.24496390927486328,1.0,0.4186046511627907,0.42675159235668786,0.417989417989418,0.6677740863787376,0.41000907852927837,0.8463513513513513,1.0,0.9325311942959003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.12280701754385964,0.3150684931506849,0.2721452085409682,0.8200000000000001,0.4186046511627907,0.42675159235668786,0.5238095238095238,1.0,0.06423059464366769,0.7837837837837837,0.21762667821567774,0.8912655971479503,1.0,0.0,0.0,0.0,0.0,0.8275862068965518,0.029296875,0.30000000000000004,0.4,0.30303030303030304,1.0
11,1.0,0.4520547945205479,0.44429343722629944,0.4,0.3313953488372093,0.33121019108280253,0.6296296296296297,0.3355481727574751,0.34226055379028597,1.0405405405405406,0.21762667821567774,0.9536541889483068,1.0,0.0,0.0,0.0,0.0,0.8275862068965518,0.055078125,0.2,0.4,0.30303030303030304,1.0
12,0.0,0.18356164383561652,0.16946030020234965,0.58,0.2078488372093023,0.20382165605095537,0.23809523809523814,0.05980066445182719,0.0,0.9702702702702702,0.48982243395409264,1.0,1.0,0.0,0.0,0.0,0.0,0.2617241379310345,0.1135546875,0.30000000000000004,0.4,0.30303030303030304,1.0
13,0.24812030075187969,0.4520547945205479,0.4035214883271421,0.0,0.8837209302325582,0.9363057324840764,0.9735449735449735,0.04983388704318936,0.2869950068088969,0.6216216216216217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5172413793103449,0.0359375,0.1,0.8,0.6060606060606061,1.0
14,0.047619047619047616,0.0,0.0,0.0,0.15697674418604657,0.14012738853503184,0.10052910052910058,0.740531561461794,0.047775760326827024,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.308448275862069,0.1037890625,0.9,0.32,0.24242424242424246,0.0
15,0.12280701754385964,0.3150684931506849,0.2721452085409682,0.8200000000000001,0.4186046511627907,0.42675159235668786,0.5238095238095238,0.3355481727574751,0.06423059464366769,0.7837837837837837,0.21762667821567774,0.8912655971479503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.12280701754385964,0.3150684931506849,0.29630636344417266,0.66,0.5930232558139534,0.5859872611464967,0.5767195767195767,0.26013289036544857,0.06411711302768948,0.88,0.2176916414032048,0.9547237076648843,0.0,1.0,0.0,0.0,0.0,1.0,0.0791015625,0.30000000000000004,0.4,0.6060606060606061,0.0
17,0.24812030075187969,1.0,1.0,1.0,1.0,1.0,1.0,0.9368770764119603,0.06411711302768948,0.8302702702702703,0.3399740147249891,0.9219251336898399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.12280701754385964,0.3150684931506849,0.2721452085409682,0.8200000000000001,0.4186046511627907,0.42675159235668786,0.5238095238095238,0.3355481727574751,0.24251021334543799,0.7837837837837837,0.21762667821567774,0.8912655971479503,1.0,0.0,0.0,0.0,0.0,0.8275862068965518,0.029296875,0.30000000000000004,0.4,0.30303030303030304,1.0
19,1.0,0.4520547945205479,0.44429343722629944,0.4,0.3313953488372093,0.33121019108280253,0.6296296296296297,0.3355481727574751,0.34226055379028597,1.0405405405405406,0.21762667821567774,0.9536541889483068,0.0,0.0,1.0,0.0,0.0,0.4482758620689656,0.055078125,0.2,0.56,0.5454545454545454,1.0
